department,code,title,credits,description,prerequisites,grading_scheme
"Chinese | Languages, Literatures, and Cultures",CHW4121,Classical Chinese 2,3,"Continuation of CHW 4120 focusing on classical Chinese prose with texts drawn from early historical and philosophical texts to belles-lettres of the medieval era and later periods. Emphasis on reading comprehension, grammar analysis, and translation.",,
"Chinese | Languages, Literatures, and Cultures",CHW4130,Readings in Chinese Literature,3,Introduces advanced language students to a sampling of Chinese writers. Materials chosen from classic or modern/contemporary Chinese literature rotated across semesters. All readings in Chinese.,,
"Chinese | Languages, Literatures, and Cultures",CHW4140,Newspaper Chinese,3,"Development of ability to understand and translate the documentary prose style used in Chinese newspapers and academic journals. Introduces literary function words and grammar structures, with comparison to the vernacular. Most readings in the simplified character form used in the PRC; all readings in Chinese. Applications for research on modern China.",,
"Chinese | Languages, Literatures, and Cultures",CHW4911,Undergraduate Research in Target Language,0-3,"Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery or application.",,
AI | Artificial Intelligence,ABE4662,Quantification of Biological Processes,3,"Quantitative description and analysis of biological processes pertaining to microbes, plants, animals and ecosystems. Biological transport phenomena, bioenergetics, enzyme kinetics, metabolism, bioregulation, circulatory and muscle systems, agroecosystems. Analytical and experimental laboratory for development of quantitative skills.",,
AI | Artificial Intelligence,ADV3001,Advertising Strategy,3,"Overview of the strategic planning process required to develop a successful strategic, persuasive communication plan such as an advertising, integrated marketing communications, or social marketing campaign. Case studies and projects teach the skills needed to address a variety of communications management issues and engage audiences in diverse marketplaces.",,
AI | Artificial Intelligence,ADV3500,Digital Insights,3,"Acquiring, evaluating, and analyzing information for advertising decisions. Emphasizes understanding the scientific method, developing explicit and measurable research objectives, selecting appropriate methodologies, and analyzing data.",,
AI | Artificial Intelligence,ADV4300,Media Planning,3,Provides an in-depth overview of the media planning process. Emphasizes the value of various media channels and evaluation methods to design innovative and integrated media strategies to reach and engage diverse audiences.,,
AI | Artificial Intelligence,ALS3200C,AI in Agricultural and Life Sciences,3,Artificial intelligence (AI) is used to solve problems in research and industry. This course provides students with understanding of and practical hands-on experience building and using AI systems. Students will obtain the skills and knowledge they need to use AI to solve real-world problems in agricultural and life sciences.,,
AI | Artificial Intelligence,BCN4594,Building Energy Modeling,3,"As energy becomes a more precious commodity, it is crucial to design and operate high performance buildings. A solid foundation of energy engineering and sustainability principles is essential to achieving these higher performance standards.",,
AI | Artificial Intelligence,BSC4892,AI in Biology,3,"Examines how AI has rapidly become ubiquitous in daily life and been applied to diverse areas of Biology. Focuses on machine learning approaches as well as deep learning methods, including transformers. Covers machine learning methods for tabular data, computer vision, transfer learning, natural language processing, and transformer-based architectures. Classes typically applied coding with Jupyter Notebooks on HiPerGator. Prior Python coding experience required.",,
AI | Artificial Intelligence,CAP4641,Natural Language Processing,3,"Introduction to the essential concepts, principles, and techniques of Natural Language Processing (NLP). Practical application and theoretical concepts are examined. Topics include information extraction, language construction, grammars, disambiguation, as well as system modeling, classification, and evaluation.",,
